lattitude,longitude,geometry
9.97640382,77.02586108,POINT (77.02586108 9.97640382)
10.0158504,76.99088950000001,POINT (76.99088950000001 10.0158504)
9.97697432,77.0263671,POINT (77.0263671 9.97697432)
9.97665119,77.02586042,POINT (77.02586042 9.97665119)
9.97991529,76.73604864,POINT (76.73604864000001 9.979915289999999)
9.622566666666668,77.1603,POINT (77.16030000000001 9.622566666666668)
9.97671607,77.02581084,POINT (77.02581084000001 9.97671607)
9.98782536,77.029379,POINT (77.02937900000001 9.98782536)
9.996558333333333,76.78110333333333,POINT (76.78110333333333 9.996558333333333)
9.593796115368603,77.16192145831883,POINT (77.16192145831883 9.593796115368603)
9.97697055,77.02588305,POINT (77.02588305 9.976970550000001)
9.97672108,77.02575895,POINT (77.02575895 9.976721080000001)
9.97677533,77.02585718,POINT (77.02585718 9.976775330000001)
9.97676141,77.02590185,POINT (77.02590185 9.97676141)
9.976750099999999,77.0258906,POINT (77.0258906 9.976750099999999)
9.97659666,77.02582028,POINT (77.02582028 9.97659666)
9.95680002,76.7832807,POINT (76.78328070000001 9.956800019999999)
9.95680002,76.7832807,POINT (76.78328070000001 9.956800019999999)
10.0226581,76.95276515,POINT (76.95276515 10.0226581)
9.97672725,77.02569906,POINT (77.02569905999999 9.97672725)
10.00338058,77.08805237,POINT (77.08805237 10.00338058)
9.672156666666666,77.16244666666667,POINT (77.16244666666667 9.672156666666666)
9.67495,77.16293333333333,POINT (77.16293333333333 9.674950000000001)
9.97677719,77.02574615,POINT (77.02574615 9.97677719)
9.97672688,77.0257584,POINT (77.0257584 9.976726879999999)
9.95374495,76.74724429999999,POINT (76.74724429999999 9.953744950000001)
9.95311281,76.74772757,POINT (76.74772757 9.95311281)
9.97666641,77.02572834,POINT (77.02572834 9.97666641)
9.97678038,77.02591107,POINT (77.02591107000001 9.976780379999999)
10.26414976,77.16891855,POINT (77.16891855 10.26414976)
10.01338502,76.94619385,POINT (76.94619385 10.01338502)
10.03344485,76.85312313,POINT (76.85312313 10.03344485)
9.99397013,76.9757532,POINT (76.9757532 9.993970129999999)
9.97667049,77.02572523,POINT (77.02572523000001 9.97667049)
10.04659221,76.79340776,POINT (76.79340775999999 10.04659221)
10.04659337,76.79346964,POINT (76.79346964 10.04659337)
10.03880858,76.81569509999999,POINT (76.81569509999999 10.03880858)
10.03899531,76.81393731,POINT (76.81393731 10.03899531)
10.03944113,76.81015205,POINT (76.81015205 10.03944113)
10.04434595,76.80388531,POINT (76.80388531 10.04434595)
10.04430019,76.80395332,POINT (76.80395332000001 10.04430019)
9.6345481,77.1414144,POINT (77.1414144 9.6345481)
9.97703797,77.02593657,POINT (77.02593657 9.97703797)
10.23981567,77.14310674,POINT (77.14310673999999 10.23981567)
9.968057,76.77974091,POINT (76.77974091 9.968057)
10.285694436170159,77.16648381203412,POINT (77.16648381203412 10.28569443617016)
10.28054266,77.16786128,POINT (77.16786128 10.28054266)
9.96763459,76.78015731,POINT (76.78015731000001 9.967634589999999)
9.97663089,77.02582526,POINT (77.02582526 9.976630889999999)
9.635521666666667,77.17376166666666,POINT (77.17376166666666 9.635521666666667)
9.63615,77.17393833333334,POINT (77.17393833333334 9.636150000000001)
9.97671184,77.02587383,POINT (77.02587382999999 9.97671184)
9.97664835,77.02582631,POINT (77.02582631 9.97664835)
9.97652896,77.02583594,POINT (77.02583593999999 9.97652896)
9.97661557,77.02583291,POINT (77.02583291000001 9.97661557)
9.712518300000001,77.1662683,POINT (77.1662683 9.712518300000001)
9.97662125,77.02568608,POINT (77.02568608 9.976621250000001)
9.97655172,77.02570338,POINT (77.02570338 9.97655172)
9.85689009,77.08756626,POINT (77.08756626 9.85689009)
9.97665069,77.02580025,POINT (77.02580025 9.97665069)
9.85666329,77.08770917,POINT (77.08770917 9.85666329)
9.85615906,77.0884035,POINT (77.0884035 9.85615906)
10.02164486,76.78067098,POINT (76.78067098 10.02164486)
9.85619171,77.08528088,POINT (77.08528088 9.856191709999999)
9.85637537,77.0835965,POINT (77.0835965 9.85637537)
9.580235,77.09694833333333,POINT (77.09694833333333 9.580235)
9.577643333333333,77.07553,POINT (77.07553 9.577643333333333)
9.95947039,76.79041701,POINT (76.79041701 9.95947039)
10.123038300000001,76.92163149999999,POINT (76.92163149999999 10.1230383)
9.95944087,76.79044215,POINT (76.79044215 9.95944087)
9.96069774,76.78937233,POINT (76.78937233000001 9.960697740000001)
10.04731654,76.84066794,POINT (76.84066794 10.04731654)
10.04560558,76.84691515,POINT (76.84691515 10.04560558)
9.97670321,77.02581826,POINT (77.02581825999999 9.97670321)
9.91830048,77.09946903,POINT (77.09946902999999 9.918300479999999)
9.95803247,77.08730344,POINT (77.08730344 9.958032469999999)
